state	year	county	precinct	g2012_USP_rv	g2012_USP_dv	g2012_USP_tv	cd	g2012_USH_rv	g2012_USH_tv	g2012_USH_dv	cd2	g2012_USH_rv2	g2012_USH_tv2	g2012_USH_dv2	ld	ld2	ld3	ld4	ld5	ld6	ld7	ld8	ld9	ld10	g2012_STH_dv	g2012_STH_dv10	g2012_STH_dv2	g2012_STH_dv3	g2012_STH_dv4	g2012_STH_dv5	g2012_STH_dv6	g2012_STH_dv7	g2012_STH_dv8	g2012_STH_dv9	g2012_STH_rv	g2012_STH_rv10	g2012_STH_rv2	g2012_STH_rv3	g2012_STH_rv4	g2012_STH_rv5	g2012_STH_rv6	g2012_STH_rv7	g2012_STH_rv8	g2012_STH_rv9	g2012_STH_tv	g2012_STH_tv10	g2012_STH_tv2	g2012_STH_tv3	g2012_STH_tv4	g2012_STH_tv5	g2012_STH_tv6	g2012_STH_tv7	g2012_STH_tv8	g2012_STH_tv9	sd	g2012_STS_rv	g2012_STS_dv	g2012_STS_tv	sd2	g2012_STS_rv2	g2012_STS_dv2	g2012_STS_tv2	g2012_USS_rv	g2012_USS_dv	g2012_USS_tv
"TN"	2012	"HAMILTON County"	"080 Sale Creek"	536	156	709	3	499	686	165					29																				534										534																		565	110	698
"TN"	2012	"HAMILTON County"	"083 Soddy Daisy 1"	1154	418	1617	3	1080	1580	431					27										406										1104										1510																		1249	287	1595
"TN"	2012	"HAMILTON County"	"084 Soddy Daisy 2"	686	265	979	3	645	957	264					27										243										681										924																		745	174	969
"TN"	2012	"HAMILTON County"	"085 Valdeau"	139	46	189	3	132	183	46					27										49										135										184																		152	25	181
"TN"	2012	"HAMILTON County"	"086 Walden"	490	204	710	3	453	695	218					27										195										482										677																		585	103	707
"TN"	2012	"HAMILTON County"	"088 Hixson 2"	666	321	1008	3	653	981	289					26																				702										921																		782	178	993
"TN"	2012	"HAMILTON County"	"089 Ooltewah 2"	215	129	361	3	205	348	131					29																				261										261																		237	105	358
"TN"	2012	"HAMILTON County"	"090 Harrison 2"	1026	542	1608	3	975	1592	546					26																				1068										1481																		1142	390	1601
"TN"	2012	"HAMILTON County"	"091 Westview 2"	737	278	1040	3	704	1008	271					30										255										748										1003										10	737	255	992					827	171	1021
"TN"	2012	"HAMILTON County"	"092 Lookout Valley 2"	30	7	39	3	26	37	10					27										10										27										37										10	27	9	36					30	7	38
"TN"	2012	"HAMILTON County"	"093 Concord 2"	243	162	416	3	227	401	164					30										154										233										387										10	222	158	380					281	103	402
"TN"	2012	"HAMILTON County"	"094 Eastgate 1"	55	146	211	3	55	203	136					28										157										48										205										10	59	141	200					79	115	206
"TN"	2012	"HAMILTON County"	"095 Eastgate 2"	72	210	289	3	81	272	182					29																				131										131										10	68	201	269					94	169	276
"TN"	2012	"HAMILTON County"	"096 Westview 3"	589	195	800	3	565	774	192					30										193										580										773										10	561	199	760					621	146	793
"TN"	2012	"HAMILTON County"	"097 Tyner 2"	80	62	145	3	77	140	61					29																				92										92																		91	42	138
"TN"	2012	"HAMILTON County"	"098 Harrison 3"	823	278	1136	3	809	1105	249					26																				831										1043																		896	176	1106
"TN"	2012	"HAMILTON County"	"101 Hixson 3"	628	258	903	3	598	889	264					26																				656										821																		714	156	899
"TN"	2012	"HAMILTON County"	"103 Pleasant Grove 2"	22	4	28	3	20	27	4					27										7										20										27																		23	3	28
"TN"	2012	"HAMILTON County"	"104 East Brainerd 2"	779	372	1177	3	740	1138	354					30										357										759										1116										10	762	342	1104					870	247	1159
"TN"	2012	"HAMILTON County"	"106 Mountain Creek 2"	7	6	13	3	5	12	7					27										5										6										11																		10	3	13
"TN"	2012	"HAMILTON County"	"118 Apison 2"	91	24	120	3	84	113	23					29																				99										99										10	94	21	115					100	15	118
"TN"	2012	"HAMILTON County"	"122 Collegedale 2"	229	111	367	3	223	350	102					30										118										214										332																		256	75	357
"TN"	2012	"HAMILTON County"	"132 Eastside 2"	0	18	18	3	3	18	15					30										16										1										17										10	1	18	19					3	15	18
"TN"	2012	"HAMILTON County"	"137 St. Elmo 2"	21	23	45	3	22	48	24					27										24										21										45										10	19	25	44					25	16	48
"TN"	2012	"HAMILTON County"	"139 N. Chattanooga 2"	89	126	233	3	91	228	125					28										136										84										220										10	91	125	216					147	58	225
"TN"	2012	"HAMILTON County"	"140 Harrison 4"	192	76	274	3	193	272	74					29																				222										222																		218	50	271
"TN"	2012	"HAMILTON County"	"141 Concord 3"	128	57	187	3	112	179	61					29																				133										133										10	128	51	179					139	41	183
"TN"	2012	"HAMILTON County"	"143 Ooltewah 3"	1	0	1	3	1	1	0					29																				1										1																		1	0	1
"TN"	2012	"HAMILTON County"	"144 Soddy Daisy 3"	228	82	319	3	217	307	75					26																				220										285																		250	54	312
"TN"	2012	"HAMILTON County"	"166 Summit 2"	193	96	302	3	187	292	91					29																				220										220																		210	66	293
"TN"	2012	"HAMILTON County"	"167 Collegedale 3"	107	40	154	3	114	150	27					30										37										102										139																		119	21	150
"TN"	2012	"HAMILTON County"	"168 Ooltewah 6"	23	10	35	3	26	36	8					30										6										29										35										10	27	7	34					30	5	36
"TN"	2012	"HAMILTON County"	"169 Ooltewah 5"	41	16	57	3	39	56	16					30										16										40										56																		40	14	56
"TN"	2012	"HAMILTON County"	"170 Snowhill 1"	519	184	718	3	519	715	166					26																				531										674																		576	120	717
"TN"	2012	"HAMILTON County"	"171 Murray Hills 1"	250	286	545	3	240	530	277					28										287										240										527																		312	205	534
"TN"	2012	"HAMILTON County"	"172 Dallas 2"	382	114	507	3	373	498	104					26																				390										463																		424	61	501
"TN"	2012	"HAMILTON County"	"173 Woodmore 1"	44	269	321	3	47	308	253					28										273										41										314										10	43	253	296					67	230	305
"TN"	2012	"HAMILTON County"	"174 Woodmore 2"	23	49	73	3	23	72	48					29																				29										29																		30	41	72
"TN"	2012	"HAMILTON County"	"175 Airport"	152	270	430	3	160	405	236					29																				216										216																		196	205	408
"TN"	2012	"HAMILTON County"	"176 Kingspoint 3"	14	10	26	3	13	24	10					29																				17										17																		15	6	24
"TN"	2012	"HAMILTON County"	"177 Concord 5"	4	0	4	3	4	4	0					30										0										4										4																		4	0	4
"TN"	2012	"HAMILTON County"	"178 Concord 6"	23	21	44	3	26	46	18					29																				36										36																		31	13	46
"TN"	2012	"HAMILTON County"	"179 Snowhill 2"	637	162	808	3	616	794	150					29																				681										681																		690	88	800
"TN"	2012	"HAMILTON County"	"180 Harrison 5"	415	104	532	3	395	525	114					26																				423										502																		442	66	528
"TN"	2012	"HAMILTON County"	"181 Concord 4"	458	271	739	3	435	707	251					29																				522										522																		518	187	724
"TN"	2012	"HAMILTON County"	"182 Murray Hills 2"	59	79	142	3	57	132	68					28										74										52										126																		65	64	134
"TN"	2012	"HAMILTON County"	"183 Bakewell 2"	714	248	984	3	689	963	252					29																				737										737																		779	172	973
"TN"	2012	"HAMILTON County"	"184 Bakewell 1"	218	84	310	3	209	299	76					27										82										204										286																		225	66	303
"TN"	2012	"HAMILTON County"	"185 Dallas 1"	903	311	1248	3	851	1216	314					29																				1001										1001																		980	211	1233
"TN"	2012	"HAMILTON County"	"186 Middle Valley 2"	180	63	258	3	173	251	65					29																				194										194																		200	41	256
"TN"	2012	"HAMILTON County"	"187 Falling Water"	238	63	311	3	224	302	71					27										55										249										304																		252	43	303
"TN"	2012	"HAMILTON County"	"188 Middle Valley 1"	712	287	1024	3	682	996	278					26																				718										934																		783	182	1004
"TN"	2012	"HAMILTON County"	"189 DuPont"	500	258	769	3	464	752	259					26																				535										694																		597	142	759
"TN"	2012	"HAMILTON County"	"190 Kingspoint 1"	91	300	398	3	103	385	277					28										294										85										379																		140	229	381
"TN"	2012	"HAMILTON County"	"191 Kingspoint 2"	62	51	114	3	62	111	47					28										58										50										108																		71	37	110
"TN"	2012	"HAMILTON County"	"192 E Chattanooga 2"	34	275	314	3	37	291	252					28										265										37										302										10	37	242	279					60	226	294
"TN"	2012	"HAMILTON County"	"193 Northgate 2"	401	225	656	3	378	622	211					26																				388										567																		450	150	629
"TN"	2012	"HAMILTON County"	"194 Northgate 1"	282	163	455	3	259	447	166					27										152										272										424																		326	97	449
"TN"	2012	"HAMILTON County"	"195 Eastdale"	64	634	709	3	83	673	568					28										611										74										685										10	76	572	648					132	517	683
"TN"	2012	"HAMILTON County"	"196 Courthouse 2"	0	0	0	3	0	0	0					26																				0										0										10	0	0	0					0	0	0
"TN"	2012	"HAMILTON County"	"197 Downtown 2"	130	671	817	3	150	720	546					28										605										153										758										10	146	552	698					252	463	752
"TN"	2012	"HAMILTON County"	"198 Stuart Heights"	563	444	1043	3	552	1014	418					26																				618										897										10	592	373	965					764	213	1022
"TN"	2012	"HAMILTON County"	"199 Downtown 1"	24	27	55	3	22	50	24					26																				24										45										10	23	27	50					36	12	51
"TN"	2012	"HAMILTON County"	"200 Signal Mtn 2"	786	343	1155	3	757	1133	341					27										304										787										1091																		955	142	1129
"TN"	2012	"HAMILTON County"	"201 Summit 4"	2	4	6	3	3	5	2					29																				3										3																		4	2	6
"TN"	2012	"HAMILTON County"	"203 Summit 3"	292	91	392	3	295	382	78					29																				331										331																		324	48	382
"TN"	2012	"HAMILTON County"	"204 Collegedale 4"	313	130	457	3	312	439	115					29																				367										367																		347	80	448
"TN"	2012	"HAMILTON County"	"204 Collegedale 5"	0	0	0	3	0	0	0					30										0										0										0										10	0	0	0					0	0	0
"TN"	2012	"HAMILTON County"	"205 Ooltewah 4"	843	252	1118	3	818	1095	234					29																				898										898																		911	161	1100
"TN"	2012	"HAMILTON County"	"206 Concord 7"	11	9	20	3	11	18	7					29																				9										9																		11	7	18
"TN"	2012	"HAMILTON County"	"207 Signal Mtn 1"	1048	419	1497	3	978	1454	424					27										385										1019										1404																		1239	187	1466
"TN"	2012	"HAMILTON County"	"208 Courthouse 1"	81	241	336	3	77	317	231					28										239										77										316										10	84	232	316					134	159	315
"TN"	2012	"HAMILTON County"	"209 Eastside 1"	146	521	677	3	150	641	468					28										508										146										654										10	142	471	613					215	409	653
"TN"	2012	"HAMILTON County"	"210 Ridgedale 1"	72	242	327	3	75	309	222					28										237										72										309										10	73	219	292					108	186	310
"TN"	2012	"HAMILTON County"	"211 Ridgedale 2"	81	188	276	3	88	256	162					30										160										94										254										10	93	155	248					113	134	259
"TN"	2012	"HAMILTON County"	"212 Alton Park 1"	51	985	1050	3	66	953	858					28										922										68										990										10	57	865	922					151	787	980
"TN"	2012	"HAMILTON County"	"213 Lookout Mtn"	637	178	821	3	599	795	183					27										177										605										782										10	615	162	777					752	44	809
"TN"	2012	"HAMILTON County"	"214 Alton Park 2"	6	21	28	3	6	26	18					27										17										7										24										10	6	17	23					9	15	26
"TN"	2012	"HAMILTON County"	"215 Mountain Creek 3"	38	18	59	3	33	58	23					27										18										36										54																		42	12	59
"TN"	2012	"HAMILTON County"	"216 Apison 3"	0	2	2	3	0	2	2					30										2										0										2																		0	2	2
"TN"	2012	"HAMILTON County"	"Absentee"	1726	1254	3022	3	1660	2906	1182					27	28	30	26	29						183		448	160							461		101	388	396	357					644		549	548	529	357					10	653	610	1263					1970	890	2941
"TN"	2012	"HAMILTON County"	"Brainerd Rec EV"	4268	11412	15779	3	4206	15002	10575					28	30	29	26	27						6091		2293			208					463		2533	1313	196	153					6554		4826	1313	411	361					10	3233	7645	10878					5399	9322	15083
"TN"	2012	"HAMILTON County"	"Collegedale EV"	9068	2214	11376	3	8579	11017	2173					29	30	26	27	28								709		12	21					4913		3255	687	46	31					4913		3964	789	58	52					10	3128	639	3767					9490	1452	11176
"TN"	2012	"HAMILTON County"	"Election Comm ED TSX"	0	2	2	3	0	2	2					30	26	29	28	27						1				0	0					0		0	0	0	0					1		0	0	0	0					10	2	0	2					1	1	2
"TN"	2012	"HAMILTON County"	"Election Comm EV"	8050	10262	18492	3	7796	17809	9612					28	27	26	30	29						4968		1316		954						949		2209	2364	1237	1560					5917		3525	3430	2191	1560					10	3361	5299	8660					9854	7454	17847
"TN"	2012	"HAMILTON County"	"Military & Overseas"	401	253	674	3	398	643	226					27	26	30	28	29						43			38	70						90		96	91	38	94					133		132	129	108	94					10	143	125	268					437	160	636
"TN"	2012	"HAMILTON County"	"Northgate EV"	13845	5995	20049	3	12773	19421	6086					26	27	29	28	30								1761		619	215					6417		4305	1849	419	459					8251		6066	1849	1038	674					10	1339	899	2238					15136	3991	19655
"TN"	2012	"HAMILTON County"	"Nursing Home"	433	362	805	3	388	713	299					27	28	29	26	30						108		104			14					167		31	90	61	31					275		135	90	71	45					10	80	121	201					496	214	730
