state	year	county	precinct	g2012_BALL_tv	g2012_REG_tv	g2012_USP_dv	g2012_USP_rv	g2012_USP_tv	cd	g2012_USH_dv	g2012_USH_rv	g2012_USH_tv	cd2	g2012_USH_dv2	g2012_USH_rv2	g2012_USH_tv2	cd3	g2012_USH_dv3	g2012_USH_rv3	g2012_USH_tv3
"IL"	2012	"Chicago"	"Ward 41 Precinct 27"	437	686	228	198	431	5	234	153	387								
"IL"	2012	"Chicago"	"Ward 41 Precinct 28"	629	855	442	174	622	9	426	147	573								
"IL"	2012	"Chicago"	"Ward 41 Precinct 29"	626	939				9	290	237	527	5	28	10	38				
"IL"	2012	"Chicago"	"Ward 41 Precinct 3"	455	673	258	179	450	5	246	139	385								
"IL"	2012	"Chicago"	"Ward 41 Precinct 30"	528	707	308	207	525	5	316	163	479								
"IL"	2012	"Chicago"	"Ward 41 Precinct 31"	555	716	278	254	539	9	296	215	511								
"IL"	2012	"Chicago"	"Ward 41 Precinct 32"	573	789	294	264	568	5	331	192	523								
"IL"	2012	"Chicago"	"Ward 41 Precinct 33"	499	684	260	228	495	5	209	157	366	9	43	32	75				
"IL"	2012	"Chicago"	"Ward 41 Precinct 34"	478	630	245	223	474	9	250	188	438								
"IL"	2012	"Chicago"	"Ward 41 Precinct 35"	561	732	280	264	552	5	301	208	509								
"IL"	2012	"Chicago"	"Ward 41 Precinct 36"	516	660	279	216	506	9	281	198	479								
"IL"	2012	"Chicago"	"Ward 41 Precinct 37"	570	762	290	264	568	9	308	224	532								
"IL"	2012	"Chicago"	"Ward 41 Precinct 38"	493	697	270	206	489	5	296	148	444								
"IL"	2012	"Chicago"	"Ward 41 Precinct 39"	536	698	246	275	530	5	285	207	492								
"IL"	2012	"Chicago"	"Ward 41 Precinct 4"	539	677	287	238	537	9	291	214	505								
"IL"	2012	"Chicago"	"Ward 41 Precinct 40"	603	729	271	315	597	9	292	275	567								
"IL"	2012	"Chicago"	"Ward 41 Precinct 41"	521	709	274	235	515	9	280	201	481								
"IL"	2012	"Chicago"	"Ward 41 Precinct 42"	546	703	284	243	545	9	294	224	518								
"IL"	2012	"Chicago"	"Ward 41 Precinct 43"	494	679	248	231	484	9	257	195	452								
"IL"	2012	"Chicago"	"Ward 41 Precinct 44"	553	715	251	287	544	9	262	253	515								
"IL"	2012	"Chicago"	"Ward 41 Precinct 45"	467	648				9	167	86	253	5	118	55	173				
"IL"	2012	"Chicago"	"Ward 41 Precinct 46"	549	689	296	230	544	5	300	176	476								
"IL"	2012	"Chicago"	"Ward 41 Precinct 47"	538	728	303	223	1025	5	294	181	475								
"IL"	2012	"Chicago"	"Ward 41 Precinct 5"	493	650	284	194	490	9	284	181	465								
"IL"	2012	"Chicago"	"Ward 41 Precinct 6"	597	736	293	292	590	5	307	225	532								
"IL"	2012	"Chicago"	"Ward 41 Precinct 7"	545	716	283	248	540	9	285	227	512								
"IL"	2012	"Chicago"	"Ward 41 Precinct 8"	538	681	272	247	529	9	273	229	502								
"IL"	2012	"Chicago"	"Ward 41 Precinct 9"	544	738	297	232	537	5	298	182	480								
"IL"	2012	"Chicago"	"Ward 42 Precinct 1"	617	693	344	261	611	7	323	218	541								
"IL"	2012	"Chicago"	"Ward 42 Precinct 10"	530	623	346	167	526	7	294	148	442								
"IL"	2012	"Chicago"	"Ward 42 Precinct 11"	472	553	247	217	468	7	233	191	424								
"IL"	2012	"Chicago"	"Ward 42 Precinct 12"	560	656	324	228	559	7	287	207	494								
"IL"	2012	"Chicago"	"Ward 42 Precinct 13"	528	625	324	196	526	7	315	159	474								
"IL"	2012	"Chicago"	"Ward 42 Precinct 14"	657	778	411	228	656	7	366	200	566								
"IL"	2012	"Chicago"	"Ward 42 Precinct 15"	572	666	331	234	571	7	278	202	480								
"IL"	2012	"Chicago"	"Ward 42 Precinct 16"	606	691	390	193	600	7	343	177	520								
"IL"	2012	"Chicago"	"Ward 42 Precinct 17"	542	596	286	237	539	7	254	213	467								
"IL"	2012	"Chicago"	"Ward 42 Precinct 18"	627	754	398	212	626	7	326	211	537								
"IL"	2012	"Chicago"	"Ward 42 Precinct 19"	699	786	387	302	695	7	366	242	608								
"IL"	2012	"Chicago"	"Ward 42 Precinct 2"	775	844	517	237	771	7	449	225	674								
"IL"	2012	"Chicago"	"Ward 42 Precinct 20"	659	740	358	285	655	7	322	255	577								
"IL"	2012	"Chicago"	"Ward 42 Precinct 21"	446	526	308	128	443	7	267	113	380								
"IL"	2012	"Chicago"	"Ward 42 Precinct 22"	342	371	198	141	341	7	168	123	291								
"IL"	2012	"Chicago"	"Ward 42 Precinct 23"	628	704	343	269	626	7	306	255	561								
"IL"	2012	"Chicago"	"Ward 42 Precinct 24"	646	700	384	242	632	7	354	211	565								
"IL"	2012	"Chicago"	"Ward 42 Precinct 25"	646	755	357	274	639	7	334	217	551								
"IL"	2012	"Chicago"	"Ward 42 Precinct 26"	652	712	411	226	646	7	358	212	570								
"IL"	2012	"Chicago"	"Ward 42 Precinct 27"	499	521	324	155	494	7	302	130	432								
"IL"	2012	"Chicago"	"Ward 42 Precinct 28"	682	733	444	213	678	7	412	174	586								
"IL"	2012	"Chicago"	"Ward 42 Precinct 29"	621	747	381	227	620	7	320	209	529								
"IL"	2012	"Chicago"	"Ward 42 Precinct 3"	608	735	433	154	606	7	376	132	508								
"IL"	2012	"Chicago"	"Ward 42 Precinct 30"	504	568	302	190	502	7	265	160	425								
"IL"	2012	"Chicago"	"Ward 42 Precinct 31"	610	696	353	248	609	7	300	222	522								
"IL"	2012	"Chicago"	"Ward 42 Precinct 32"	514	649	287	214	512	7	232	200	432								
"IL"	2012	"Chicago"	"Ward 42 Precinct 33"	562	666	387	161	561	7	336	148	484								
"IL"	2012	"Chicago"	"Ward 42 Precinct 34"	618	716	325	281	615	7	307	237	544								
"IL"	2012	"Chicago"	"Ward 42 Precinct 35"	787	894	519	253	782	7	460	214	674								
"IL"	2012	"Chicago"	"Ward 42 Precinct 36"	803	952	528	262	801	7	471	227	698								
"IL"	2012	"Chicago"	"Ward 42 Precinct 37"	472	580	283	182	468	7	245	153	398								
"IL"	2012	"Chicago"	"Ward 42 Precinct 38"	587	684	377	198	586	7	324	178	502								
"IL"	2012	"Chicago"	"Ward 42 Precinct 39"	616	750	381	208	612	7	337	191	528								
"IL"	2012	"Chicago"	"Ward 42 Precinct 4"	789	972	531	238	782	7	476	217	693								
"IL"	2012	"Chicago"	"Ward 42 Precinct 40"	627	707	397	212	624	7	330	195	525								
"IL"	2012	"Chicago"	"Ward 42 Precinct 41"	636	766	444	163	632	7	392	153	545								
"IL"	2012	"Chicago"	"Ward 42 Precinct 42"	653	751	454	187	652	7	399	166	565								
"IL"	2012	"Chicago"	"Ward 42 Precinct 5"	526	621	340	174	523	7	289	152	441								
"IL"	2012	"Chicago"	"Ward 42 Precinct 6"	602	673	407	191	602	7	351	160	511								
"IL"	2012	"Chicago"	"Ward 42 Precinct 7"	722	872	462	255	720	7	410	230	640								
"IL"	2012	"Chicago"	"Ward 42 Precinct 8"	574	659	393	166	572	7	358	143	501								
"IL"	2012	"Chicago"	"Ward 42 Precinct 9"	639	783	456	164	636	7	403	163	566								
"IL"	2012	"Chicago"	"Ward 43 Precinct 1"	599	729	427	157	596	7	391	128	519								
"IL"	2012	"Chicago"	"Ward 43 Precinct 10"	741	824	439	277	738	5	409	262	671								
"IL"	2012	"Chicago"	"Ward 43 Precinct 11"	546	633	318	209	542	5	299	187	486								
"IL"	2012	"Chicago"	"Ward 43 Precinct 12"	420	475	285	130	420	5	272	95	367								
"IL"	2012	"Chicago"	"Ward 43 Precinct 13"	587	692	427	147	581	5	390	126	516								
"IL"	2012	"Chicago"	"Ward 43 Precinct 14"	657	757	408	233	651	5	377	216	593								
"IL"	2012	"Chicago"	"Ward 43 Precinct 15"	643	736	401	223	639	5	377	196	573								
"IL"	2012	"Chicago"	"Ward 43 Precinct 16"	666	800	424	219	663	5	397	203	600								
"IL"	2012	"Chicago"	"Ward 43 Precinct 17"	530	578	325	198	528	5	326	169	495								
"IL"	2012	"Chicago"	"Ward 43 Precinct 18"	633	733	393	224	630	5	394	201	595								
"IL"	2012	"Chicago"	"Ward 43 Precinct 19"	660	766	457	182	657	5	431	169	600								
"IL"	2012	"Chicago"	"Ward 43 Precinct 2"	615	714	370	227	613	5	367	195	562								
"IL"	2012	"Chicago"	"Ward 43 Precinct 20"	630	750	421	183	625	5	410	170	580								
"IL"	2012	"Chicago"	"Ward 43 Precinct 21"	652	798	415	212	648	5	399	187	586								
"IL"	2012	"Chicago"	"Ward 43 Precinct 22"	595	698	390	180	585	5	365	161	526								
"IL"	2012	"Chicago"	"Ward 43 Precinct 23"	520	611	340	172	519	5	243	115	358	7	81	34	115				
"IL"	2012	"Chicago"	"Ward 43 Precinct 24"	535	726	342	175	524	5	340	140	480								
"IL"	2012	"Chicago"	"Ward 43 Precinct 25"	516	602	353	154	514	5	342	120	462								
"IL"	2012	"Chicago"	"Ward 43 Precinct 26"	397	481	284	105	393	5	285	79	364								
"IL"	2012	"Chicago"	"Ward 43 Precinct 27"	409	476	269	132	409	5	262	105	367								
"IL"	2012	"Chicago"	"Ward 43 Precinct 28"	810	897	522	271	802	5	466	251	717								
"IL"	2012	"Chicago"	"Ward 43 Precinct 29"	549	671	359	178	547	5	334	147	481								
"IL"	2012	"Chicago"	"Ward 43 Precinct 3"	567	649	334	219	566	5	276	161	437	7	47	34	81				
"IL"	2012	"Chicago"	"Ward 43 Precinct 30"	689	795	447	225	688	5	410	179	589								
"IL"	2012	"Chicago"	"Ward 43 Precinct 31"	665	766	450	188	651	5	396	168	564								
"IL"	2012	"Chicago"	"Ward 43 Precinct 32"	635	721	429	189	634	5	415	167	582								
"IL"	2012	"Chicago"	"Ward 43 Precinct 33"	675	785	386	277	673	7	341	245	586								
"IL"	2012	"Chicago"	"Ward 43 Precinct 34"	469	502	325	129	467	5	319	111	430								
"IL"	2012	"Chicago"	"Ward 43 Precinct 35"	737	881	420	306	732	7	388	247	635								
"IL"	2012	"Chicago"	"Ward 43 Precinct 36"	340	423	225	106	340	5	206	99	305								
"IL"	2012	"Chicago"	"Ward 43 Precinct 37"	666	786	460	193	663	5	422	167	589								
"IL"	2012	"Chicago"	"Ward 43 Precinct 38"	575	718	309	261	573	5	314	205	519								
"IL"	2012	"Chicago"	"Ward 43 Precinct 39"	538	646	345	177	535	5	322	157	479								
"IL"	2012	"Chicago"	"Ward 43 Precinct 4"	747	850	447	282	744	5	427	250	677								
"IL"	2012	"Chicago"	"Ward 43 Precinct 40"	481	594	325	138	479	5	293	128	421								
"IL"	2012	"Chicago"	"Ward 43 Precinct 41"	774	893	508	247	770	5	470	227	697								
"IL"	2012	"Chicago"	"Ward 43 Precinct 42"	604	727	402	175	597	5	380	153	533								
"IL"	2012	"Chicago"	"Ward 43 Precinct 43"	688	793	407	274	687	5	396	230	626								
"IL"	2012	"Chicago"	"Ward 43 Precinct 44"	612	725	403	190	609	5	383	170	553								
"IL"	2012	"Chicago"	"Ward 43 Precinct 5"	674	810	435	227	671	5	417	199	616								
"IL"	2012	"Chicago"	"Ward 43 Precinct 6"	637	735	404	214	635	5	372	198	570								
"IL"	2012	"Chicago"	"Ward 43 Precinct 7"	416	503	298	108	411	5	273	95	368								
"IL"	2012	"Chicago"	"Ward 43 Precinct 8"	512	585	347	153	508	5	333	135	468								
"IL"	2012	"Chicago"	"Ward 43 Precinct 9"	698	833	459	228	695	5	376	182	558	7	52	31	83				
"IL"	2012	"Chicago"	"Ward 44 Precinct 1"	685	748	537	133	682	5	491	119	610								
"IL"	2012	"Chicago"	"Ward 44 Precinct 10"	653	796	420	204	651	5	426	178	604								
"IL"	2012	"Chicago"	"Ward 44 Precinct 11"	657	760	457	182	651	5	468	139	607								
"IL"	2012	"Chicago"	"Ward 44 Precinct 12"	685	742	550	121	684	5	523	101	624								
"IL"	2012	"Chicago"	"Ward 44 Precinct 13"	498	636	316	166	495	5	313	132	445								
"IL"	2012	"Chicago"	"Ward 44 Precinct 14"	566	645	385	157	561	5	359	139	498								
"IL"	2012	"Chicago"	"Ward 44 Precinct 15"	614	715	463	124	610	5	432	109	541								
"IL"	2012	"Chicago"	"Ward 44 Precinct 16"	697	788	493	192	696	5	461	160	621								
"IL"	2012	"Chicago"	"Ward 44 Precinct 17"	799	876	638	142	799	5	590	125	715								
"IL"	2012	"Chicago"	"Ward 44 Precinct 18"	689	832	478	189	682	5	453	163	616								
"IL"	2012	"Chicago"	"Ward 44 Precinct 19"	695	780	527	149	691	5	509	118	627								
"IL"	2012	"Chicago"	"Ward 44 Precinct 2"	679	796	448	212	676	5	435	185	620								
"IL"	2012	"Chicago"	"Ward 44 Precinct 20"	598	700	447	129	596	5	405	125	530								
"IL"	2012	"Chicago"	"Ward 44 Precinct 21"	737	822	566	130	729	5	552	107	659								
"IL"	2012	"Chicago"	"Ward 44 Precinct 22"	648	705	501	132	644	5	494	110	604								
"IL"	2012	"Chicago"	"Ward 44 Precinct 23"	636	732	475	143	636	5	443	127	570								
"IL"	2012	"Chicago"	"Ward 44 Precinct 24"	487	541	368	107	481	9	364	104	468								
"IL"	2012	"Chicago"	"Ward 44 Precinct 25"	623	708	448	166	622	5	415	144	559								
"IL"	2012	"Chicago"	"Ward 44 Precinct 26"	624	736	484	118	621	5	443	108	551								
"IL"	2012	"Chicago"	"Ward 44 Precinct 27"	711	803	483	207	709	5	470	169	639								
"IL"	2012	"Chicago"	"Ward 44 Precinct 28"	650	777	513	123	647	5	480	105	585								
"IL"	2012	"Chicago"	"Ward 44 Precinct 29"	721	788	491	201	716	5	466	180	646								
"IL"	2012	"Chicago"	"Ward 44 Precinct 3"	640	716	470	161	638	9	461	146	607								
"IL"	2012	"Chicago"	"Ward 44 Precinct 30"	715	804	499	201	713	5	483	161	644								
"IL"	2012	"Chicago"	"Ward 44 Precinct 31"	577	669	396	158	574	5	375	146	521								
"IL"	2012	"Chicago"	"Ward 44 Precinct 32"	707	840	471	213	703	5	469	174	643								
"IL"	2012	"Chicago"	"Ward 44 Precinct 33"	618	678	513	69	611	5	484	71	555								
"IL"	2012	"Chicago"	"Ward 44 Precinct 34"	683	772	529	128	672	5	516	115	631								
"IL"	2012	"Chicago"	"Ward 44 Precinct 35"	736	809	546	170	731	9	507	174	681								
"IL"	2012	"Chicago"	"Ward 44 Precinct 36"	688	765	510	159	686	5	465	151	616								
"IL"	2012	"Chicago"	"Ward 44 Precinct 37"	666	743	510	134	664	5	491	118	609								
"IL"	2012	"Chicago"	"Ward 44 Precinct 38"	639	746	435	181	636	5	408	173	581								
"IL"	2012	"Chicago"	"Ward 44 Precinct 39"	597	677	369	210	595	5	350	191	541								
"IL"	2012	"Chicago"	"Ward 44 Precinct 4"	582	698	439	131	579	9	428	122	550								
"IL"	2012	"Chicago"	"Ward 44 Precinct 40"	603	666	392	198	601	5	361	172	533								
"IL"	2012	"Chicago"	"Ward 44 Precinct 41"	716	784	552	130	705	5	500	111	611								
"IL"	2012	"Chicago"	"Ward 44 Precinct 5"	633	705	495	125	629	5	466	104	570								
"IL"	2012	"Chicago"	"Ward 44 Precinct 6"	790	877	606	159	788	5	564	143	707								
"IL"	2012	"Chicago"	"Ward 44 Precinct 7"	471	542	308	150	468	9	307	143	450								
"IL"	2012	"Chicago"	"Ward 44 Precinct 8"	739	832	567	146	736	5	519	132	651								
"IL"	2012	"Chicago"	"Ward 44 Precinct 9"	608	687	395	193	603	5	399	149	548								
"IL"	2012	"Chicago"	"Ward 45 Precinct 1"	381	493	293	71	373	4	285	77	362								
"IL"	2012	"Chicago"	"Ward 45 Precinct 10"	471	706	345	114	468	4	336	107	443								
"IL"	2012	"Chicago"	"Ward 45 Precinct 11"	364	555	284	66	360	5	262	59	321								
"IL"	2012	"Chicago"	"Ward 45 Precinct 12"	417	652	312	90	412	5	293	71	364								
"IL"	2012	"Chicago"	"Ward 45 Precinct 13"	419	568	302	106	416	5	287	96	383								
"IL"	2012	"Chicago"	"Ward 45 Precinct 14"	597	850	444	135	590	5	426	111	537								
"IL"	2012	"Chicago"	"Ward 45 Precinct 15"	602	801	447	128	592	5	454	93	547								
"IL"	2012	"Chicago"	"Ward 45 Precinct 16"	455	660	314	120	448	5	306	96	402								
"IL"	2012	"Chicago"	"Ward 45 Precinct 17"	520	751	342	162	514	5	332	122	454								
"IL"	2012	"Chicago"	"Ward 45 Precinct 18"	507	768	314	176	502	5	322	124	446								
"IL"	2012	"Chicago"	"Ward 45 Precinct 19"	508	751	338	156	507	5	330	118	448								
"IL"	2012	"Chicago"	"Ward 45 Precinct 2"	410	546	339	49	405	4	331	55	386								
"IL"	2012	"Chicago"	"Ward 45 Precinct 20"	506	755	341	155	503	5	312	133	445								
"IL"	2012	"Chicago"	"Ward 45 Precinct 21"	566	779	347	206	565	5	355	143	498								
"IL"	2012	"Chicago"	"Ward 45 Precinct 22"	532	781	329	183	524	5	326	129	455								
"IL"	2012	"Chicago"	"Ward 45 Precinct 23"	495	716	283	191	489	5	308	140	448								
"IL"	2012	"Chicago"	"Ward 45 Precinct 24"	508	724	322	168	502	5	350	109	459								
"IL"	2012	"Chicago"	"Ward 45 Precinct 25"	451	693	256	182	445	5	269	135	404								
"IL"	2012	"Chicago"	"Ward 45 Precinct 26"	481	689	275	192	476	5	274	145	419								
"IL"	2012	"Chicago"	"Ward 45 Precinct 27"	477	731	277	188	471	5	262	148	410								
"IL"	2012	"Chicago"	"Ward 45 Precinct 28"	503	735	263	219	492	5	276	172	448								
"IL"	2012	"Chicago"	"Ward 45 Precinct 29"	494	724	289	197	493	5	280	155	435								
"IL"	2012	"Chicago"	"Ward 45 Precinct 3"	418	541	323	84	416	5	315	58	373								
"IL"	2012	"Chicago"	"Ward 45 Precinct 30"	396	601	288	93	390	5	273	83	356								
"IL"	2012	"Chicago"	"Ward 45 Precinct 31"	395	553	268	110	390	5	260	74	334								
"IL"	2012	"Chicago"	"Ward 45 Precinct 32"	419	659	291	11	310	5	290	87	377								
"IL"	2012	"Chicago"	"Ward 45 Precinct 33"	323	462	226	90	319	5	216	73	289								
"IL"	2012	"Chicago"	"Ward 45 Precinct 34"	463	711	319	130	459	5	327	96	423								
"IL"	2012	"Chicago"	"Ward 45 Precinct 35"	532	719	331	173	523	5	316	145	461								
"IL"	2012	"Chicago"	"Ward 45 Precinct 36"	491	696	322	150	482	5	329	118	447								
"IL"	2012	"Chicago"	"Ward 45 Precinct 37"	439	642	297	131	434	5	279	110	389								
"IL"	2012	"Chicago"	"Ward 45 Precinct 38"	445	695	307	125	440	5	287	105	392								
"IL"	2012	"Chicago"	"Ward 45 Precinct 39"	447	702	289	147	442	5	290	111	401								
"IL"	2012	"Chicago"	"Ward 45 Precinct 4"	558	714	403	136	551	5	402	102	504								
"IL"	2012	"Chicago"	"Ward 45 Precinct 40"	467	677	293	156	458	5	295	118	413								
"IL"	2012	"Chicago"	"Ward 45 Precinct 41"	439	624	277	147	434	5	276	103	379								
"IL"	2012	"Chicago"	"Ward 45 Precinct 42"	461	637	269	180	457	5	276	131	407								
"IL"	2012	"Chicago"	"Ward 45 Precinct 43"	478	684	263	191	463	5	288	141	429								
"IL"	2012	"Chicago"	"Ward 45 Precinct 44"	479	673	286	166	474	5	286	148	434								
"IL"	2012	"Chicago"	"Ward 45 Precinct 5"	509	669	367	125	506	5	364	96	460								
"IL"	2012	"Chicago"	"Ward 45 Precinct 6"	567	723	423	119	564	5	408	102	510								
"IL"	2012	"Chicago"	"Ward 45 Precinct 7"	618	798	443	153	612	5	432	126	558								
"IL"	2012	"Chicago"	"Ward 45 Precinct 8"	506	689	368	124	502	4	340	91	431	5	21	14	35				
"IL"	2012	"Chicago"	"Ward 45 Precinct 9"	509	725	375	112	502	4	375	104	479								
"IL"	2012	"Chicago"	"Ward 46 Precinct 1"	481	700	388	54	469	9	346	74	420								
"IL"	2012	"Chicago"	"Ward 46 Precinct 10"	714	808	539	157	714	5	505	133	638								
"IL"	2012	"Chicago"	"Ward 46 Precinct 11"	571	714	390	151	549	9	366	147	513								
"IL"	2012	"Chicago"	"Ward 46 Precinct 12"	563	669				9	388	53	441	5	70	9	79				
"IL"	2012	"Chicago"	"Ward 46 Precinct 13"	615	710	504	90	609	9	488	96	584								
"IL"	2012	"Chicago"	"Ward 46 Precinct 14"	700	742	612	73	687	9	526	62	588								
"IL"	2012	"Chicago"	"Ward 46 Precinct 15"	665	786	516	134	661	9	497	136	633								
"IL"	2012	"Chicago"	"Ward 46 Precinct 16"	597	714				9	272	45	317	5	176	30	206				
"IL"	2012	"Chicago"	"Ward 46 Precinct 17"	668	818	522	123	661	9	527	122	649								
"IL"	2012	"Chicago"	"Ward 46 Precinct 18"	660	691	488	156	659	9	450	158	608								
"IL"	2012	"Chicago"	"Ward 46 Precinct 19"	399	429	304	81	395	5	297	64	361								
"IL"	2012	"Chicago"	"Ward 46 Precinct 2"	562	640	475	64	552	9	441	69	510								
"IL"	2012	"Chicago"	"Ward 46 Precinct 20"	549	733	477	46	537	9	422	54	476								
"IL"	2012	"Chicago"	"Ward 46 Precinct 21"	480	584	365	99	473	9	345	73	418								
"IL"	2012	"Chicago"	"Ward 46 Precinct 22"	479	656	390	58	468	9	352	59	411								
"IL"	2012	"Chicago"	"Ward 46 Precinct 23"	517	740	451	43	506	9	423	49	472								
"IL"	2012	"Chicago"	"Ward 46 Precinct 24"	629	739				9	383	35	418	5	118	31	149				
"IL"	2012	"Chicago"	"Ward 46 Precinct 25"	573	684	493	57	565	9	338	4109	4447								
"IL"	2012	"Chicago"	"Ward 46 Precinct 26"	552	660	475	57	543	9	460	74	534								
"IL"	2012	"Chicago"	"Ward 46 Precinct 27"	667	792	533	110	661	9	449	59	508								
"IL"	2012	"Chicago"	"Ward 46 Precinct 28"	594	682	457	121	590	5	448	95	543								
"IL"	2012	"Chicago"	"Ward 46 Precinct 29"	491	649	398	79	485	9	491	129	620								
"IL"	2012	"Chicago"	"Ward 46 Precinct 3"	696	779	524	150	689	5	507	125	632								
"IL"	2012	"Chicago"	"Ward 46 Precinct 30"	598	691	495	84	594	5	467	67	534								
"IL"	2012	"Chicago"	"Ward 46 Precinct 31"	648	741	529	94	645	5	497	89	586								
"IL"	2012	"Chicago"	"Ward 46 Precinct 32"	636	732	538	69	618	9	389	77	466								
"IL"	2012	"Chicago"	"Ward 46 Precinct 33"	717	754	571	135	715	5	544	116	660								
"IL"	2012	"Chicago"	"Ward 46 Precinct 34"	654	776	511	103	641	9	471	69	540								
"IL"	2012	"Chicago"	"Ward 46 Precinct 35"	727	815	618	91	721	9	492	118	610								
"IL"	2012	"Chicago"	"Ward 46 Precinct 36"	566	650	433	115	559	5	406	102	508								
"IL"	2012	"Chicago"	"Ward 46 Precinct 37"	471	599	424	34	464	9	591	96	687								
"IL"	2012	"Chicago"	"Ward 46 Precinct 38"	663	738	543	94	652	5	454	82	536	9	409	76	485				
"IL"	2012	"Chicago"	"Ward 46 Precinct 39"	559	651	419	117	550	5	391	109	500								
"IL"	2012	"Chicago"	"Ward 46 Precinct 4"	506	666	419	70	501	9	396	85	481								
"IL"	2012	"Chicago"	"Ward 46 Precinct 40"	518	650	436	71	514	9	31	6	37								
"IL"	2012	"Chicago"	"Ward 46 Precinct 5"	668	738	495	139	660	5	463	126	589	9	3	2	5				
"IL"	2012	"Chicago"	"Ward 46 Precinct 6"	483	609	423	40	467	9	378	35	413								
"IL"	2012	"Chicago"	"Ward 46 Precinct 7"	670	761	534	118	666	9	518	111	629								
"IL"	2012	"Chicago"	"Ward 46 Precinct 8"	464	710	380	67	452	9	362	54	416								
"IL"	2012	"Chicago"	"Ward 46 Precinct 9"	584	664	480	77	575	9	467	82	549								
"IL"	2012	"Chicago"	"Ward 47 Precinct 1"	400	500	292	91	400	5	268	85	353								
"IL"	2012	"Chicago"	"Ward 47 Precinct 10"	666	772	561	84	664	5	517	76	593								
"IL"	2012	"Chicago"	"Ward 47 Precinct 11"	559	666	418	125	554	5	381	107	488								
"IL"	2012	"Chicago"	"Ward 47 Precinct 12"	590	689	451	113	588	5	412	94	506								
"IL"	2012	"Chicago"	"Ward 47 Precinct 13"	560	662	458	81	555	5	406	65	471								
"IL"	2012	"Chicago"	"Ward 47 Precinct 14"	539	654	381	134	537	5	360	112	472								
"IL"	2012	"Chicago"	"Ward 47 Precinct 15"	651	742	566	63	646	9	559	68	627								
"IL"	2012	"Chicago"	"Ward 47 Precinct 16"	545	672	431	94	540	5	384	78	462								
"IL"	2012	"Chicago"	"Ward 47 Precinct 17"	529	657	388	125	528	5	371	101	472								
"IL"	2012	"Chicago"	"Ward 47 Precinct 18"	544	664	408	118	543	5	379	98	477								
"IL"	2012	"Chicago"	"Ward 47 Precinct 19"	627	787	548	57	621	9	531	61	592								
"IL"	2012	"Chicago"	"Ward 47 Precinct 2"	629	748	485	133	627	5	454	105	559								
"IL"	2012	"Chicago"	"Ward 47 Precinct 20"	556	662	459	80	550	5	404	64	468								
"IL"	2012	"Chicago"	"Ward 47 Precinct 21"	555	676	451	79	547	5	418	68	486								
"IL"	2012	"Chicago"	"Ward 47 Precinct 22"	591	674	489	82	588	5	427	70	497								
"IL"	2012	"Chicago"	"Ward 47 Precinct 23"	613	745	532	50	602	9	523	60	583								
"IL"	2012	"Chicago"	"Ward 47 Precinct 24"	588	682	420	153	582	5	395	142	537								
"IL"	2012	"Chicago"	"Ward 47 Precinct 25"	549	711	432	95	542	5	405	75	480								
"IL"	2012	"Chicago"	"Ward 47 Precinct 26"	604	691	507	73	598	5	477	65	542								
"IL"	2012	"Chicago"	"Ward 47 Precinct 27"	569	662	419	125	568	5	395	111	506								
"IL"	2012	"Chicago"	"Ward 47 Precinct 28"	554	676	437	99	550	5	386	87	473								
"IL"	2012	"Chicago"	"Ward 47 Precinct 29"	594	723	423	148	588	5	410	123	533								
"IL"	2012	"Chicago"	"Ward 47 Precinct 3"	585	709	417	152	579	5	407	111	518								
"IL"	2012	"Chicago"	"Ward 47 Precinct 30"	619	712	499	93	613	5	267	47	314	9	216	30	246				
"IL"	2012	"Chicago"	"Ward 47 Precinct 31"	572	686	462	84	569	5	419	67	486								
