state	year	county	precinct	g2012_REG_tv	g2012_BALL_tv	cd	g2012_USP_tv	g2012_USP_dv	g2012_USP_rv	g2012_USH_dv	g2012_USH_rv	g2012_USH_tv	cd2	g2012_USH_dv2	g2012_USH_rv2	g2012_USH_tv2	cd3	g2012_USH_dv3	g2012_USH_rv3	g2012_USH_tv3
"AL"	2012	"Madison"	"JOHNSON HIGH SCHOOL"	0	2158	5	2151	1912	231	1867	260	2127								
"AL"	2012	"Madison"	"LAKEWOOD COMMUNITY CENTER"	0	1245	5	1236	1026	205	960	245	1205								
"AL"	2012	"Madison"	"LEWIS CHAPEL C.P. CHURCH"	0	389	5	389	342	43	336	46	382								
"AL"	2012	"Madison"	"LITTLE INDIAN CREEK CHURCH"	0	3141	5	3129	974	2123	894	2197	3091								
"AL"	2012	"Madison"	"LOCUST GROVE BAPTIST"	0	1912	5	1896	560	1316	553	1320	1873								
"AL"	2012	"Madison"	"MADISON BAPTIST CHURCH"	0	2717	5	2698	900	1764	845	1808	2653								
"AL"	2012	"Madison"	"MADISON CHURCH OF CHRIST"	0	1695	5	1687	554	1094	528	1137	1665								
"AL"	2012	"Madison"	"MADISON CITY HALL"	0	2415	5	2406	778	1578	729	1630	2359								
"AL"	2012	"Madison"	"MADISON COUNTY NATURE TRAIL"	0	347	5	346	74	265	72	268	340								
"AL"	2012	"Madison"	"MADISON MISSION 7 DAY ADV"	0	2463	5	2440	967	1428	914	1485	2399								
"AL"	2012	"Madison"	"MARY KELLY JOHNSTON GYM"	0	1019	5	1014	354	644	337	661	998								
"AL"	2012	"Madison"	"MAYSVILLE CHURCH OF CHRIST"	0	2741	5	2726	602	2088	596	2078	2674								
"AL"	2012	"Madison"	"MERIDANVILLE CHURCH OF CHRIST"	0	2179	5	2173	612	1549	584	1548	2132								
"AL"	2012	"Madison"	"MONROVIA CHURCH OF CHRIST"	0	3364	5	3349	1254	2031	1203	2105	3308								
"AL"	2012	"Madison"	"MONROVIA COMMUNITY CENTER"	0	3190	5	3178	1272	1864	1228	1925	3153								
"AL"	2012	"Madison"	"MONTE SANO FIRE STATION 2"	0	780	5	773	312	439	312	444	756								
"AL"	2012	"Madison"	"MOUNTAINVIEW BAPTIST"	0	1310	5	1301	462	824	450	829	1279								
"AL"	2012	"Madison"	"MT. ZION BAPTIST CHURCH"	0	4058	5	4034	1461	2504	1371	2601	3972								
"AL"	2012	"Madison"	"NEW HOPE CITY HALL"	0	1952	5	1923	411	1491	404	1473	1877								
"AL"	2012	"Madison"	"NEW MARKET FIRE STATION"	0	1083	5	1073	247	813	236	817	1053								
"AL"	2012	"Madison"	"NEW SHILOH CHURCH"	0	1279	5	1274	1167	105	1124	127	1251								
"AL"	2012	"Madison"	"NORTHEAST HUNTSVILLE"	0	964	5	957	324	611	321	616	937								
"AL"	2012	"Madison"	"OAKWOOD UNIVERSITY CHURCH"	0	3720	5	3710	3095	591	2979	660	3639								
"AL"	2012	"Madison"	"OPTIMIST PARK REC."	0	2051	5	2036	623	1368	621	1374	1995								
"AL"	2012	"Madison"	"OWENS CROSS ROADS CITY HALL"	0	1486	5	1478	301	1148	299	1135	1434								
"AL"	2012	"Madison"	"PINEVIEW BAPTIST CHURCH"	0	1477	5	1467	712	729	708	745	1453								
"AL"	2012	"Madison"	"PLAINVIEW CHURCH OF CHRIST"	0	1547	5	1531	273	1242	275	1232	1507								
"AL"	2012	"Madison"	"PLEASANT SPRINGS BAPTIST"	0	330	5	329	284	44	272	53	325								
"AL"	2012	"Madison"	"PLEVNA NEW MARKET FIRE"	0	496	5	486	107	373	113	360	473								
"AL"	2012	"Madison"	"PROVISIONAL"	0	0	5	0	0	0	0	0	0								
"AL"	2012	"Madison"	"RESTORATION CHURCH"	0	2892	5	2876	892	1943	829	1993	2822								
"AL"	2012	"Madison"	"RIVERTREE CHURCH"	0	2893	5	2879	614	2217	597	2243	2840								
"AL"	2012	"Madison"	"SENIOR CENTER"	0	464	5	462	378	78	339	105	444								
"AL"	2012	"Madison"	"SHERWOOD BAPTIST CHURCH"	0	2532	5	2515	1156	1292	1111	1364	2475								
"AL"	2012	"Madison"	"SOUTHWOOD PRESBYTERIAN"	0	1695	5	1679	333	1328	353	1310	1663								
"AL"	2012	"Madison"	"ST. JOHNS CATHOLIC CHURCH"	0	3557	5	3537	790	2693	752	2739	3491								
"AL"	2012	"Madison"	"ST. LUKE MISSIONARY BAPTIST"	0	2319	5	2312	1976	303	1903	376	2279								
"AL"	2012	"Madison"	"THE DWELLING PLACE"	0	2222	5	2207	525	1635	516	1658	2174								
"AL"	2012	"Madison"	"TONEY UNITED METHODIST"	0	2441	5	2431	837	1561	828	1560	2388								
"AL"	2012	"Madison"	"TRIANA CITY HALL"	0	1113	5	1106	740	351	717	378	1095								
"AL"	2012	"Madison"	"TRINITY UNITED METHODIST"	0	1991	5	1975	549	1390	570	1371	1941								
"AL"	2012	"Madison"	"UAH SPRAGINS HALL"	0	975	5	970	466	469	466	479	945								
"AL"	2012	"Madison"	"WEATHERYLY HGTS BAPTIST"	0	2891	5	2876	718	2095	672	2157	2829								
"AL"	2012	"Madison"	"WEST HUNTSVILLE BAPTIST"	0	910	5	902	551	341	505	372	877								
"AL"	2012	"Madison"	"WESTSIDE NEIGHBORHOOD CENTER"	0	271	5	270	260	10	248	14	262								
"AL"	2012	"Madison"	"WHITESBURG BOAT HARBOR"	0	664	5	657	217	433	199	446	645								
"AL"	2012	"Madison"	"WHITESBURG CENTER"	0	2723	5	2701	691	1965	656	2010	2666								
"AL"	2012	"Madison"	"WILLOWBROOK BAPTIST"	0	3951	5	3926	978	2894	940	2928	3868								
"AL"	2012	"Marengo"	"ABSENTEE"	0	634	7	607	321	286	357	238	595								
"AL"	2012	"Marengo"	"AIMWELL VOTING BOOTH"	0	143	7	143	69	74	79	56	135								
"AL"	2012	"Marengo"	"CORNERSTONE CHURCH"	0	906	7	905	489	415	522	339	861								
"AL"	2012	"Marengo"	"DEMOPOLIS CIVIC CENTER"	0	1041	7	1034	795	236	837	180	1017								
"AL"	2012	"Marengo"	"DEMOPOLIS HIGH SCHOOL"	0	676	7	673	202	468	280	383	663								
"AL"	2012	"Marengo"	"DEMOPOLIS NATL GUARD"	0	932	7	928	739	185	753	162	915								
"AL"	2012	"Marengo"	"DEMOPOLIS WESTSIDE SCHOOL"	0	1381	7	1376	272	1098	452	867	1319								
"AL"	2012	"Marengo"	"DIXONS MILLS VOL. FIRE"	0	816	7	812	687	123	681	107	788								
"AL"	2012	"Marengo"	"FAUNSDALE TOWN OFFICE"	0	380	7	380	254	124	269	105	374								
"AL"	2012	"Marengo"	"FLATWOODS COMM. CENTER"	0	88	7	88	88	0	88	0	88								
"AL"	2012	"Marengo"	"HOBOKEN VOTING BOOTH"	0	178	7	176	76	98	80	87	167								
"AL"	2012	"Marengo"	"JEFFERSON VOL FIRE DEPT"	0	302	7	301	233	68	243	53	296								
"AL"	2012	"Marengo"	"LINDEN OLD COURTHOUSE"	0	560	7	557	163	392	218	319	537								
"AL"	2012	"Marengo"	"MAGNOLIA COMM. CENTER"	0	329	7	328	238	90	241	68	309								
"AL"	2012	"Marengo"	"MCKINLEY TAYLOR COMM. CTR"	0	100	7	100	86	14	87	12	99								
"AL"	2012	"Marengo"	"MYRTLEWOOD COMM. CENTER"	0	270	7	270	112	157	133	122	255								
"AL"	2012	"Marengo"	"NANAFALIA COMM. CENTER"	0	192	7	190	107	83	113	66	179								
"AL"	2012	"Marengo"	"PROVISIONAL"	0	0	7	0	0	0	0	0	0								
"AL"	2012	"Marengo"	"PUTNAN VOTING BOOTH"	0	158	7	157	120	37	119	31	150								
"AL"	2012	"Marengo"	"RANGELINE VOTING BOOTH"	0	201	7	201	29	171	46	146	192								
"AL"	2012	"Marengo"	"SURGINER COMM. CENTER"	0	432	7	431	174	255	184	232	416								
"AL"	2012	"Marengo"	"SWEET WATER TOWN OFFICE"	0	510	7	508	232	275	264	215	479								
"AL"	2012	"Marengo"	"THOMASTON LUNCH ROOM"	0	560	7	559	306	251	323	214	537								
"AL"	2012	"Marengo"	"VFW/HWY. 43"	0	802	7	800	366	432	406	362	768								
"AL"	2012	"Marion"	"ABSENTEE"	0	416	4	393	66	322	76	311	387								
"AL"	2012	"Marion"	"BACCUS UNION HALL"	0	193	4	192	23	167	26	166	192								
"AL"	2012	"Marion"	"BARNSVILLE TRAILER HWY 11"	0	260	4	254	62	189	77	168	245								
"AL"	2012	"Marion"	"BEAR CREEK CITY HALL"	0	971	4	956	193	750	193	758	951								
"AL"	2012	"Marion"	"BEXAR  BEHIND OLD PO."	0	303	4	299	78	215	82	206	288								
"AL"	2012	"Marion"	"BRILLIANT COMM. CENTER"	0	548	4	544	111	428	117	424	541								
"AL"	2012	"Marion"	"CLARK BLDG OFF 129"	0	310	4	308	44	258	59	248	307								
"AL"	2012	"Marion"	"ET SIMS JR. BUILDING"	0	3294	4	3231	592	2590	718	2461	3179								
"AL"	2012	"Marion"	"GUIN CITY HALL"	0	1328	4	1308	254	1040	279	1016	1295								
"AL"	2012	"Marion"	"HACKLEBURG CITY HALL"	0	702	4	695	151	533	153	525	678								
"AL"	2012	"Marion"	"HOWELL SULLINS CHURCH"	0	185	4	180	30	149	26	152	178								
"AL"	2012	"Marion"	"KEMP PLEASANT SITE CHURCH"	0	50	4	49	7	42	10	37	47								
"AL"	2012	"Marion"	"KIMBROUGH CRAFT COMM NORTH"	0	157	4	152	28	124	26	130	156								
"AL"	2012	"Marion"	"KIMBROUGH CRAFT COMM SOUTH"	0	392	4	390	64	321	71	315	386								
"AL"	2012	"Marion"	"PEARCES MILL PEA RIDGE FD"	0	155	4	152	20	129	26	127	153								
"AL"	2012	"Marion"	"PIKEVILLE TRAILER"	0	97	4	95	9	86	16	78	94								
"AL"	2012	"Marion"	"PROVISIONAL"	0	0	4	1	0	1	0	1	1								
"AL"	2012	"Marion"	"RYE BYRD VOL. FIRE DEPT."	0	209	4	207	40	165	53	150	203								
"AL"	2012	"Marion"	"SHILOH COMM. BLDG."	0	300	4	296	61	233	65	225	290								
"AL"	2012	"Marion"	"SHOTTSVILLE FIRE DEPT."	0	340	4	332	68	260	83	236	319								
"AL"	2012	"Marion"	"WIGINTON COMM BLDG HWY 53"	0	124	4	117	30	86	37	83	120								
"AL"	2012	"Marion"	"WINFIELD COMM. CENTER"	0	1971	4	1954	318	1609	365	1575	1940								
"AL"	2012	"Marshall"	"1ST BAPTIST CHURCH"	0	239	4	233	50	183	44	187	231								
"AL"	2012	"Marshall"	"ABSENTEE"	0	124	4	116	20	95	16	97	113								
"AL"	2012	"Marshall"	"ALBERTVILLE REC. CENTER"	0	209	4	204	38	166	33	169	202								
"AL"	2012	"Marshall"	"ALBERTVILLE REC. CENTER."	0	181	4	178	34	143	32	144	176								
"AL"	2012	"Marshall"	"ALDER SPRINGS COMM. CTR."	0	70	4	68	10	58	10	58	68								
"AL"	2012	"Marshall"	"ARAB COMMUNITY CENTER"	0	239	4	234	35	199	33	201	234								
"AL"	2012	"Marshall"	"ARAB RECREATION CENTER"	0	184	4	180	28	152	27	151	178								
"AL"	2012	"Marshall"	"BIG SPRINGS M & S CONS."	0	16	4	15	3	12	3	12	15								
"AL"	2012	"Marshall"	"BOAZ RECREATION CENTER"	0	308	4	302	57	243	51	249	300								
"AL"	2012	"Marshall"	"BOSHART WATERFRONT VFD"	0	46	4	45	12	33	11	33	44								
"AL"	2012	"Marshall"	"BUCKSNORT COMMUNITY CTR."	0	41	4	39	6	33	5	33	38								
"AL"	2012	"Marshall"	"CHILDRESS FARM"	0	23	4	22	6	16	7	15	22								
"AL"	2012	"Marshall"	"CRANFORD RUTH VFD"	0	54	4	51	6	45	7	45	52								
"AL"	2012	"Marshall"	"DISTRICT 4 COUNTY SHOP"	0	57	4	55	10	45	10	44	54								
"AL"	2012	"Marshall"	"DOUGLAS CITY HALL"	0	54	4	52	9	43	8	44	52								
"AL"	2012	"Marshall"	"FRIENDSHIP PINE GROVE SCH"	0	60	4	58	11	47	8	50	58								
"AL"	2012	"Marshall"	"GEORGIA MOUNTAIN COMM CTR"	0	54	4	52	9	43	9	43	52								
"AL"	2012	"Marshall"	"GRANT CITY HALL"	0	40	4	39	7	32	6	32	38								
"AL"	2012	"Marshall"	"GRASSY SCHOOL"	0	107	4	104	18	86	17	86	103								
"AL"	2012	"Marshall"	"GUNTERSVILLE REC. CTR."	0	330	4	323	81	242	74	245	319								
"AL"	2012	"Marshall"	"HEBRON COMM. CTR."	0	31	4	30	5	25	5	24	29								
"AL"	2012	"Marshall"	"HENRYVILLE METHODIST"	0	56	4	53	13	40	12	41	53								
"AL"	2012	"Marshall"	"HONEYCOMB BAPTIST"	0	31	4	30	7	23	7	23	30								
"AL"	2012	"Marshall"	"KENNAMER/PISGAH BAPTIST"	0	14	4	14	2	12	2	12	14								
"AL"	2012	"Marshall"	"LATTIWOOD COMMUNITY CTR."	0	37	4	35	6	29	5	30	35								
"AL"	2012	"Marshall"	"LIBERTY HILL CHURCH"	0	60	4	59	10	49	11	47	58								
"AL"	2012	"Marshall"	"MARSHALL COUNTY GAS DIST."	0	18	4	17	5	12	4	13	17								
"AL"	2012	"Marshall"	"MARTLING FRIENDSHIP CTR."	0	11	4	9	2	7	3	7	10								
"AL"	2012	"Marshall"	"MIDWAY COMMUNITY CENTER"	0	126	4	123	21	102	19	102	121								
"AL"	2012	"Marshall"	"MT. HEBRON FIRE DEPT."	0	35	4	34	6	28	6	28	34								
"AL"	2012	"Marshall"	"NIXON CHAPEL VFD"	0	25	4	24	4	20	4	20	24								
"AL"	2012	"Marshall"	"NORTH MARSHALL UTILITIES"	0	68	4	65	13	52	12	52	64								
"AL"	2012	"Marshall"	"PROVISIONAL"	0	2	4	1	0	1	0	1	1								
"AL"	2012	"Marshall"	"ROCK SPRINGS CHURCH"	0	19	4	18	3	15	3	15	18								
"AL"	2012	"Marshall"	"SIMS COMMUNITY CTR."	0	42	4	41	9	32	8	32	40								
"AL"	2012	"Marshall"	"SWEARENGIN COMMUNITY CTR."	0	46	4	44	11	33	10	34	44								
"AL"	2012	"Marshall"	"THOMPSON ASBURY VFD"	0	27	4	26	5	21	5	20	25								
"AL"	2012	"Marshall"	"UNION GROVE MASONIC HALL"	0	78	4	76	15	61	14	61	75								
"AL"	2012	"Marshall"	"WAKEFIELD VFD"	0	30	4	29	4	25	5	25	30								
"AL"	2012	"Marshall"	"WARRENTON COMM. CTR."	0	80	4	78	15	63	13	64	77								
"AL"	2012	"Mobile"	"1ST BAPT CH IRVINGTON"	0	1416	1	1407	354	1043		1066	1066								
"AL"	2012	"Mobile"	"1ST INDEPENDENT METHODIST"	0	2453	1	2448	686	1744		1784	1784								
"AL"	2012	"Mobile"	"ABSENTEE #1"	0	4350	1	4318	2000	2318		2436	2436								
"AL"	2012	"Mobile"	"ABSENTEE #2"	0	2608	1	2603	1079	1509		1547	1547								
"AL"	2012	"Mobile"	"APOSTOLIC CHURCH OF GOD #1"	0	914	1	910	586	315		416	416								
"AL"	2012	"Mobile"	"APOSTOLIC CHURCH OF GOD #2"	0	855	1	852	548	300		385	385								
"AL"	2012	"Mobile"	"AUGUSTA EVANS SCHOOL"	0	1098	1	1091	382	692		759	759								
"AL"	2012	"Mobile"	"AZALEA CITY CH CHRIST"	0	1691	1	1682	644	1032		1093	1093								
"AL"	2012	"Mobile"	"BAYOU LA BATRE COMM CTR"	0	480	1	476	176	298		341	341								
"AL"	2012	"Mobile"	"BISHOP ST COMM COLLEGE"	0	1003	1	1003	997	6		76	76								
"AL"	2012	"Mobile"	"BOYS CLUB OF MOBILE"	0	1315	1	1312	1282	29		148	148								
"AL"	2012	"Mobile"	"CALLAHAN BOYS GIRLS CLUB"	0	1771	1	1762	442	1304		1366	1366								
"AL"	2012	"Mobile"	"CARVER CAMPUS BISHOP ST."	0	1345	1	1343	1302	37		138	138								
"AL"	2012	"Mobile"	"CHUNCHULA BAPTIST CHURCH"	0	570	1	565	117	446		451	451								
"AL"	2012	"Mobile"	"CITY CHURCH OF MOBILE"	0	2108	1	2098	1174	895		1128	1128								
"AL"	2012	"Mobile"	"COASTAL RESPONSE CENTER #1"	0	214	1	211	41	167		167	167								
"AL"	2012	"Mobile"	"COASTAL RESPONSE CENTER #2"	0	212	1	210	44	163		171	171								
"AL"	2012	"Mobile"	"COLLEGE PARK BAPT CHURCH"	0	1470	1	1464	673	781		874	874								
"AL"	2012	"Mobile"	"COLLINS-RHODES ELEMENTARY #1"	0	1164	1	1162	1041	116		202	202								
"AL"	2012	"Mobile"	"COLLINS-RHODES ELEMENTARY #2"	0	1156	1	1155	1007	146		232	232								
"AL"	2012	"Mobile"	"COVENANT CHURCH"	0	3564	1	3550	882	2640		2704	2704								
"AL"	2012	"Mobile"	"CREEKWOOD CH CHRIST"	0	4414	1	4399	1082	3277		3418	3418								
"AL"	2012	"Mobile"	"CREOLA SENIOR CENTER"	0	1566	1	1564	409	1148		1179	1179								
"AL"	2012	"Mobile"	"CYPRESS SHORES BAPTIST"	0	1024	1	1021	154	854		854	854								
"AL"	2012	"Mobile"	"DAUPHIN ISLAND BAPTIST #1"	0	371	1	370	76	288		298	298								
"AL"	2012	"Mobile"	"DAUPHIN ISLAND BAPTIST #2"	0	385	1	384	83	297		309	309								
"AL"	2012	"Mobile"	"DODGE ELEMENTARY SCHOOL #1"	0	1153	1	1150	406	738		809	809								
"AL"	2012	"Mobile"	"DODGE ELEMENTARY SCHOOL #2"	0	1192	1	1187	407	775		815	815								
"AL"	2012	"Mobile"	"DODGE ELEMENTARY SCHOOL #3"	0	993	1	991	273	708		732	732								
"AL"	2012	"Mobile"	"E.R. DICKSON ELEMENTARY"	0	2498	1	2490	524	1949		1975	1975								
"AL"	2012	"Mobile"	"EICHOLD MERTZ ELEM SCHOOL"	0	1086	1	1085	887	198		315	315								
"AL"	2012	"Mobile"	"ELKS LODGE 108"	0	1455	1	1450	1211	237		391	391								
"AL"	2012	"Mobile"	"FBC WILMER GYM"	0	1326	1	1319	250	1060		1077	1077								
"AL"	2012	"Mobile"	"FELLOWSHIP BAPTIST"	0	568	1	567	99	463		470	470								
"AL"	2012	"Mobile"	"FIGURES RECREATION CTR"	0	2212	1	2207	2195	8		129	129								
"AL"	2012	"Mobile"	"FIRST BAPTIST CHURCH OF CHICKASAW"	0	2315	1	2301	940	1345		1473	1473								
"AL"	2012	"Mobile"	"FIRST BAPTIST OF ST. ELMO #1"	0	751	1	748	208	534		562	562								
"AL"	2012	"Mobile"	"FIRST BAPTIST OF ST. ELMO #2"	0	340	1	340	83	252		265	265								
"AL"	2012	"Mobile"	"FOREST HILL ELEMENTARY"	0	2079	1	2071	1595	468		658	658								
"AL"	2012	"Mobile"	"FRIENDSHIP BAPTIST CHURCH"	0	1704	1	1698	342	1341		1359	1359								
"AL"	2012	"Mobile"	"FRIENDSHIP MISS BAPTIST"	0	1091	1	1089	975	106		220	220								
"AL"	2012	"Mobile"	"GEORGETOWN BAPTIST CHURCH"	0	1233	1	1227	169	1048		1035	1035								
"AL"	2012	"Mobile"	"GRAND BAY MIDDLE SCHOOL"	0	1388	1	1385	239	1133		1154	1154								
"AL"	2012	"Mobile"	"HAVENWOOD BAPTIST CHURCH"	0	1207	1	1198	114	1076		1065	1065								
"AL"	2012	"Mobile"	"HILLCREST BAPT CHURCH"	0	3148	1	3145	907	2208		2315	2315								
"AL"	2012	"Mobile"	"HOLLINGERS ISLAND SCHOOL"	0	1084	1	1082	154	926		909	909								
"AL"	2012	"Mobile"	"HOLY NAME OF JESUS CATH."	0	1119	1	1118	99	1014		992	992								
"AL"	2012	"Mobile"	"HOWARD BLACKWELL LODGE"	0	1045	1	1039	201	821		846	846								
"AL"	2012	"Mobile"	"INDIAN SPRINGS BAPTIST"	0	768	1	767	227	533		571	571								
"AL"	2012	"Mobile"	"JOAN OF ARC CHURCH"	0	1556	1	1553	1187	354		481	481								
"AL"	2012	"Mobile"	"JON ARCHER AG CENTER"	0	1744	1	1740	292	1433		1477	1477								
"AL"	2012	"Mobile"	"JOSEPH DOTCH COMM CTR"	0	1531	1	1526	1510	14		156	156								
"AL"	2012	"Mobile"	"KALI OKA CIVIC CLUB"	0	2191	1	2181	219	1949		1902	1902								
"AL"	2012	"Mobile"	"KATE SHEPARD SCHOOL"	0	1586	1	1580	392	1175		1215	1215								
"AL"	2012	"Mobile"	"LIVING WORD CHURCH"	0	3722	1	3708	867	2818		2928	2928								
"AL"	2012	"Mobile"	"MAE EANES SCHOOL"	0	2383	1	2381	2333	46		219	219								
"AL"	2012	"Mobile"	"MEADOWLAKE ELEM SCHOOL"	0	2674	1	2664	486	2154		2197	2197								
"AL"	2012	"Mobile"	"MOBILE CIVIC CENTER"	0	895	1	893	787	103		190	190								
"AL"	2012	"Mobile"	"MOBILE MUSEUM OF ART"	0	1555	1	1543	348	1178		1185	1185								
"AL"	2012	"Mobile"	"MOBILE REG. SR. COMM. CTR"	0	3231	1	3221	1194	2001		2168	2168								
"AL"	2012	"Mobile"	"MOFFETT RD ASSEMBLY OF GOD"	0	2856	1	2846	2012	819		1097	1097								
"AL"	2012	"Mobile"	"MORNINGSIDE SCHOOL"	0	2056	1	2049	1573	468		608	608								
"AL"	2012	"Mobile"	"MT ARARAT BAPT CHURCH"	0	1234	1	1230	938	291		351	351								
"AL"	2012	"Mobile"	"MT SINAI MISS BAPTIST"	0	1635	1	1632	1604	27		93	93								
"AL"	2012	"Mobile"	"MT. VERNON CIVIC CTR."	0	991	1	987	634	348		422	422								
"AL"	2012	"Mobile"	"MT. VERNON COMM. CTR"	0	531	1	531	500	30		65	65								
"AL"	2012	"Mobile"	"MURPHY HIGH SCHOOL"	0	1487	1	1479	512	936		1034	1034								
"AL"	2012	"Mobile"	"ODD FELLOWS LODGE"	0	1938	1	1931	456	1461		1468	1468								
"AL"	2012	"Mobile"	"OLD CITRONELLE SR. CTR"	0	1970	1	1966	565	1393		1421	1421								
"AL"	2012	"Mobile"	"OUR SAVIOR CATHOLIC CHURCH"	0	3368	1	3354	953	2367		2492	2492								
"AL"	2012	"Mobile"	"PALMER PILLANS MIDDLE SCH"	0	930	1	929	473	449		511	511								
"AL"	2012	"Mobile"	"PLATEAU COMM CENTER"	0	1518	1	1514	1503	9		120	120								
"AL"	2012	"Mobile"	"PLEASANT VALLEY METHODIST"	0	1362	1	1357	671	674		765	765								
"AL"	2012	"Mobile"	"PRICHARD COMM CENTER"	0	1178	1	1175	1171	4		78	78								
"AL"	2012	"Mobile"	"PROVIDENCE CH OF GOD"	0	2262	1	2253	843	1377		1557	1557								
"AL"	2012	"Mobile"	"PROVISIONAL #1"	0	384	1	378	194	181		205	205								
"AL"	2012	"Mobile"	"PROVISIONAL #2"	0	298	1	297	149	146		175	175								
"AL"	2012	"Mobile"	"RIVER LIFE MINISTRIES"	0	909	1	906	155	742		758	758								
"AL"	2012	"Mobile"	"RIVERSIDE CH NAZARENE"	0	674	1	672	346	320		344	344								
"AL"	2012	"Mobile"	"ROCK OF FAITH BAPT CHURCH"	0	3137	1	3134	3112	20		207	207								
"AL"	2012	"Mobile"	"SAGE AVENUE BAPTIST CHURCH"	0	2094	1	2089	1251	815		1001	1001								
"AL"	2012	"Mobile"	"SARALAND CIVIC CENTER"	0	1820	1	1814	356	1444		1477	1477								
"AL"	2012	"Mobile"	"SATSUMA CITY HALL"	0	2368	1	2358	468	1873		1874	1874								
"AL"	2012	"Mobile"	"SEMMES COMM CENTER"	0	2425	1	2417	302	2092		2091	2091								
"AL"	2012	"Mobile"	"SEMMES FIRST BAPT CHURCH"	0	2456	1	2447	582	1851		1903	1903								
"AL"	2012	"Mobile"	"SEVEN HILLS BAPTIST CHURCH"	0	2176	1	2171	636	1523		1600	1600								
"AL"	2012	"Mobile"	"SEVEN HILLS FIRE STATION"	0	1053	1	1050	133	909		920	920								
"AL"	2012	"Mobile"	"SHELTON BCH RD BAPTIST"	0	1383	1	1380	398	976		1003	1003								
"AL"	2012	"Mobile"	"SONRISE BAPTIST CHURCH"	0	2002	1	1997	402	1574		1611	1611								
"AL"	2012	"Mobile"	"SPRINGHILL AVE REC CTR"	0	1172	1	1167	792	346		450	450								
"AL"	2012	"Mobile"	"ST ANDREWS EPISCOPAL CHURCH"	0	1389	1	1384	666	709		784	784								
"AL"	2012	"Mobile"	"ST IGNATIUS MARIAN CTR"	0	1957	1	1952	361	1572		1595	1595								
"AL"	2012	"Mobile"	"ST JOHN UNITED METHODIST"	0	2249	1	2237	1375	843		1051	1051								
"AL"	2012	"Mobile"	"ST JOHNS CH. PARRISH HOUSE"	0	2740	1	2732	2331	387		547	547								
"AL"	2012	"Mobile"	"ST MICHAEL CATHOLIC CHURCH"	0	640	1	639	97	536		525	525								
"AL"	2012	"Mobile"	"ST PHILLIP NERI CHURCH"	0	1658	1	1655	336	1304		1306	1306								
"AL"	2012	"Mobile"	"SUNLIGHT AUDITORIUM"	0	1479	1	1477	1466	11		132	132								
"AL"	2012	"Mobile"	"TANNER WMS HIST BLDG."	0	931	1	931	58	867		838	838								
"AL"	2012	"Mobile"	"THE MUG CAFE"	0	1796	1	1789	834	935		1078	1078								
"AL"	2012	"Mobile"	"THOMAS SULLIVAN COMM CTR"	0	676	1	673	673	0		41	41								
"AL"	2012	"Mobile"	"TILLMANS CORNER CM CTR"	0	2403	1	2387	467	1889		1972	1972								
"AL"	2012	"Mobile"	"TOULMINVILLE  LIBRARY"	0	2254	1	2247	2228	18		146	146								
"AL"	2012	"Mobile"	"TRAVIS RD BAPTIST CHURCH"	0	1934	1	1929	339	1576		1580	1580								
"AL"	2012	"Mobile"	"TURNERVILLE COMM. CTR"	0	2107	1	2102	250	1837		1829	1829								
"AL"	2012	"Mobile"	"UNION BAPTIST CHURCH"	0	1863	1	1855	291	1549		1573	1573								
"AL"	2012	"Mobile"	"UNIVERSITY CH  CHRIST"	0	1130	1	1126	753	358		497	497								
"AL"	2012	"Mobile"	"VIA! SENIOR CENTER"	0	1666	1	1653	675	941		1041	1041								
"AL"	2012	"Mobile"	"VIGOR HIGH SCHOOL"	0	1769	1	1766	1755	11		121	121								
"AL"	2012	"Mobile"	"WHISTLER UNITED METHODIST"	0	818	1	816	740	74		140	140								
"AL"	2012	"Monroe"	"ABSENTEE"	0	517	1	490	228	259		266	266								
"AL"	2012	"Monroe"	"ANTIOCH BAPTIST CHURCH 3"	0	141	1	139	105	34		50	50								
"AL"	2012	"Monroe"	"BETHEL BAPTIST CHURCH"	0	490	1	489	487	2		71	71								
"AL"	2012	"Monroe"	"BUENA VISTA VREN FD"	0	220	1	219	188	31		32	32								
"AL"	2012	"Monroe"	"BURNT CORN FIRE DEPT."	0	146	1	146	119	27		34	34								
"AL"	2012	"Monroe"	"CHRYSLER/ELISKA"	0	216	1	215	95	118		126	126								
"AL"	2012	"Monroe"	"COLEMAN ASSEMBLY OF GOD"	0	147	1	147	8	138		135	135								
"AL"	2012	"Monroe"	"DAYS INN OLLIE"	0	299	1	298	98	198		221	221								
"AL"	2012	"Monroe"	"EXCEL ASSEMBLY OF GOD"	0	1225	1	1224	178	1040		1062	1062								
"AL"	2012	"Monroe"	"FRANKLIN FIRE STATION"	0	180	1	179	50	129		133	133								
"AL"	2012	"Monroe"	"FRISCO CITY FIRE DEPT."	0	697	1	695	362	325		383	383								
"AL"	2012	"Monroe"	"GOODWAY FIRE DEPT."	0	277	1	276	24	247		248	248								
"AL"	2012	"Monroe"	"LIMESTONE FAULK"	0	98	1	98	35	63		63	63								
"AL"	2012	"Monroe"	"LOWER PEACH TREE"	0	242	1	242	242	0		2	2								
"AL"	2012	"Monroe"	"MCCLAMMY MIDWAY LONEST CC"	0	22	1	22	2	20		19	19								
